;Compound;UniProt_name;SEA;SuperPred;SwissTargetPrediction;in-house models
11964;215598-63-3;KCNK2_HUMAN;1.6399999999999998e-08;;;
11965;215598-63-3;KCNK9_HUMAN;2.2700000000000002e-18;;;
11966;215598-63-3;KLF5_HUMAN;5.63e-10;;;
11967;215598-63-3;LDHB_HUMAN;8.209999999999999e-09;;;
11968;215598-63-3;LOX15_HUMAN;2.9899999999999996e-07;;;
11969;215598-63-3;LOX15_PIG;3.1099999999999995e-53;;;
11970;215598-63-3;LOX15_RAT;1.8099999999999999e-66;;;
11971;215598-63-3;LOX1_SOYBN;6.62e-10;;;
11972;215598-63-3;LOX5_HUMAN;6.66e-16;;;
11973;215598-63-3;LOX5_RAT;6.230000000000001e-20;;;
11974;215598-63-3;LPAR1_HUMAN;4.31e-38;;;
11975;215598-63-3;LPAR5_HUMAN;2.2699999999999998e-17;;;
11976;215598-63-3;LPXC_AQUAE;1.06e-09;;;
11977;215598-63-3;LT4R1_HUMAN;6.6200000000000005e-22;;;
11978;215598-63-3;LTC4S_HUMAN;9.58e-07;;;
11979;215598-63-3;LX15B_RAT;1.57e-22;;;
11980;215598-63-3;LYAM1_HUMAN;4.01e-09;;;
11981;215598-63-3;LYAM3_HUMAN;3.18e-06;;;
11982;215598-63-3;MDR1_HUMAN;1.2999999999999997e-62;;;
11983;215598-63-3;MET_HUMAN;2.7e-06;;;
11984;215598-63-3;MIP_LEGPN;9.910000000000001e-08;;;
11985;215598-63-3;MK14_HUMAN;;;;0.360476
11986;215598-63-3;MMP12_HUMAN;1.6e-09;;;
11987;215598-63-3;MMP12_MOUSE;8.11e-11;;;
11988;215598-63-3;MMP13_HUMAN;7.92e-07;;;
11989;215598-63-3;MMP1_HUMAN;3.64e-08;;;
11990;215598-63-3;MMP26_HUMAN;1.48e-06;;;
11991;215598-63-3;MMP2_HUMAN;5.36e-06;;;
11992;215598-63-3;MMP3_HUMAN;5.03e-08;;;
11993;215598-63-3;MMP9_HUMAN;2.5e-06;;;
11994;215598-63-3;MOT1_RAT;4.95e-07;;;
11995;215598-63-3;MTCA1_MYCTU;1.26e-10;;;
11996;215598-63-3;MTR1A_HUMAN;3.2299999999999997e-32;;;
11997;215598-63-3;MTR1B_HUMAN;5.47e-37;;;
11998;215598-63-3;MTR1C_XENLA;1.56e-07;;;
11999;215598-63-3;MTSI_SPISQ;5.48e-19;;;
12000;215598-63-3;NAAA_RAT;1.54e-08;;;
12001;215598-63-3;NCEH1_HUMAN;4.589999999999999e-09;;;
12002;215598-63-3;NDUV1_BOVIN;3.17e-06;;;
12003;215598-63-3;NF2L2_HUMAN;3.86e-07;;;
12004;215598-63-3;NFKB1_HUMAN;8.099999999999999e-11;;;
12005;215598-63-3;NLRP3_HUMAN;4.28e-09;;;
12006;215598-63-3;NMDE2_RAT;5.549999999999999e-16;;;
12007;215598-63-3;NPCL1_RAT;6.24e-21;;;
12008;215598-63-3;NR1H2_HUMAN;;;;0.00977811
12009;215598-63-3;NR1H4_HUMAN;;;;0.00637655
12010;215598-63-3;NU1M_BOVIN;5.5600000000000005e-33;;;
12011;215598-63-3;O30463_MYCAV;1.7e-07;;;
12012;215598-63-3;O93874_COCLU;8.949999999999999e-12;;;
12013;215598-63-3;OPRK_RAT;3.03e-14;;;
12014;215598-63-3;OPRM_RAT;5.939999999999999e-07;;;
12015;215598-63-3;OXDA_PIG;1.42e-08;;;
12016;215598-63-3;P2RX1_MOUSE;9.51e-22;;;
12017;215598-63-3;P96878_MYCTU;2.8700000000000002e-08;;;
12018;215598-63-3;PA21B_MOUSE;6.609999999999999e-07;;;
12019;215598-63-3;PA24A_BOVIN;2.32e-17;;;
12020;215598-63-3;PA24A_HUMAN;1.1300000000000002e-19;;;
12021;215598-63-3;PA2GA_HUMAN;7.259999999999999e-23;;;
12022;215598-63-3;PA2GA_MOUSE;1.23e-06;;;
12023;215598-63-3;PA2GD_HUMAN;1.23e-06;;;
12024;215598-63-3;PA2GE_HUMAN;6.609999999999999e-07;;;
12025;215598-63-3;PA2GE_MOUSE;1.49e-07;;;
12026;215598-63-3;PACR_HUMAN;1.2e-06;;;
12027;215598-63-3;PA_I34A1;1.86e-06;;;
12028;215598-63-3;PD2R2_HUMAN;2.93e-10;;;
12029;215598-63-3;PDE4D_HUMAN;1.18e-08;;;
12030;215598-63-3;PDE5A_CANLF;4.55e-06;;;
12031;215598-63-3;PDK1_HUMAN;1.24e-08;;;
12032;215598-63-3;PE2R1_HUMAN;2.6600000000000002e-15;;;
12033;215598-63-3;PE2R1_RAT;3.9100000000000006e-11;;;
12034;215598-63-3;PE2R2_HUMAN;1.11e-16;;;
12035;215598-63-3;PE2R2_RAT;1.52e-12;;;
12036;215598-63-3;PE2R3_HUMAN;2.7800000000000002e-15;;;
12037;215598-63-3;PE2R3_MOUSE;1.8e-09;;;
12038;215598-63-3;PE2R4_HUMAN;2.77e-18;;;
12039;215598-63-3;PGFRA_MOUSE;3.22e-06;;;
12040;215598-63-3;PGH1_HUMAN;;;;0.195473
12041;215598-63-3;PGH1_RAT;3.47e-07;;;
12042;215598-63-3;PHHY_PSEFL;4.97e-42;;;
12043;215598-63-3;PKNB_MYCTU;1.91e-07;;;
12044;215598-63-3;PLPL6_MOUSE;5.74e-06;;;
12045;215598-63-3;PMT1_CANAL;4.65e-06;;;
12046;215598-63-3;PPARA_HUMAN;6.33e-10;;;
12047;215598-63-3;PPARD_HUMAN;2.52e-07;;;
12048;215598-63-3;PPARG_HUMAN;1.46e-10;;;0.00621867
12049;215598-63-3;PPCE_BOVIN;6.99e-08;;;
12050;215598-63-3;PPCE_MOUSE;3.939999999999999e-09;;;
12051;215598-63-3;PPO2_AGABI;6.710000000000001e-10;;;
12052;215598-63-3;PRIO_SHEEP;1.33e-17;;;
12053;215598-63-3;PTGES_HUMAN;9.83e-10;;;
12054;215598-63-3;PTGES_MOUSE;1.22e-15;;;
12055;215598-63-3;PTN1_HUMAN;8.82e-07;;;
12056;215598-63-3;PTN6_HUMAN;8.51e-06;;;
12057;215598-63-3;PTPA_MYCTU;1.78e-06;;;
12058;215598-63-3;PTPRB_HUMAN;3.7e-06;;;
12059;215598-63-3;Q25270_LEIDO;1.05e-24;;;
12060;215598-63-3;Q3I4V7_CRYNV;2.5399999999999997e-23;;;
12061;215598-63-3;Q43570_TOBAC;2.41e-12;;;
12062;215598-63-3;Q49PX0_9POXV;5e-34;;;
12063;215598-63-3;Q53I59_TRYCR;4.9200000000000003e-17;;;
12064;215598-63-3;Q56D28_CAVPO;4.42e-07;;;
12065;215598-63-3;Q6RY99_RAT;2.38e-20;;;
12066;215598-63-3;Q6TUJ4_PSEAI;1.6e-18;;;
12067;215598-63-3;Q72874_9HIV1;2.12e-07;;;
12068;215598-63-3;Q76353_9HIV1;5.48e-08;;;
12069;215598-63-3;Q7M0F8_CAVPO;6.6e-28;;;
12070;215598-63-3;Q7ZJM1_9HIV1;1.11e-16;;;
12071;215598-63-3;Q8HY88_BOVIN;4.46e-12;;;
12072;215598-63-3;Q8QGU2_CHICK;6.18e-07;;;
12073;215598-63-3;Q8WSF8_APLCA;3.11e-15;;;
12074;215598-63-3;Q94F81_MAIZE;6.66e-19;;;
12075;215598-63-3;Q98UH1_DANRE;1.42e-10;;;
12076;215598-63-3;Q9BEG3_BOVIN;2.2800000000000004e-13;;;
12077;215598-63-3;Q9K2N0_PSEAI;4.7699999999999995e-20;;;
12078;215598-63-3;Q9Z1J7_RAT;1.93e-09;;;
12079;215598-63-3;RIPK1_MOUSE;2.93e-07;;;
12080;215598-63-3;RNH1_HUMAN;4.45e-08;;;
12081;215598-63-3;S12A5_RAT;2.74e-10;;;
12082;215598-63-3;S13A5_HUMAN;6.66e-16;;;
12083;215598-63-3;S22A6_RAT;1.01e-06;;;
12084;215598-63-3;S28A3_HUMAN;2.1699999999999998e-42;;;
12085;215598-63-3;S5A2_HUMAN;4.77e-07;;;
12086;215598-63-3;SAE1_HUMAN;4.8399999999999997e-08;;;
12087;215598-63-3;SAE2_HUMAN;4.36e-08;;;
12088;215598-63-3;SC5A1_HUMAN;6.879999999999999e-09;;;
12089;215598-63-3;SC5A1_RAT;1.22e-17;;;
12090;215598-63-3;SC5A2_HUMAN;9.83e-09;;;
12091;215598-63-3;SC5A2_RAT;4.29e-18;;;
12092;215598-63-3;SC5A5_RAT;5.27e-06;;;
12093;215598-63-3;SC6A3_MOUSE;2.16e-23;;;
12094;215598-63-3;SC6A4_MOUSE;1.19e-32;;;
12095;215598-63-3;SC6A5_HUMAN;4.93e-08;;;
12096;215598-63-3;SCN3A_RAT;1.55e-15;;;
12097;215598-63-3;SENP1_HUMAN;2.5e-17;;;
12098;215598-63-3;SENP7_HUMAN;9.279999999999999e-07;;;
12099;215598-63-3;SGMR1_CAVPO;1.1199999999999999e-09;;;
12100;215598-63-3;SGMR1_HUMAN;2.23e-14;;;
12101;215598-63-3;SGMR1_RAT;2.89e-15;;;
12102;215598-63-3;SMS1_HUMAN;4.47e-13;;;
12103;215598-63-3;SOAT1_RAT;1.4699999999999999e-09;;;
12104;215598-63-3;SPRE_HUMAN;4.61e-08;;;
12105;215598-63-3;SRC_MOUSE;3.9e-14;;;
12106;215598-63-3;T2R14_HUMAN;5.62e-27;;;
12107;215598-63-3;TA2R_MOUSE;5.74e-06;;;
12108;215598-63-3;TA2R_RAT;2.72e-06;;;
12109;215598-63-3;TAAR1_HUMAN;2.75e-23;;;
12110;215598-63-3;TAAR1_MACMU;1.03e-06;;;
12111;215598-63-3;TAU_HUMAN;4.91e-19;;;
12112;215598-63-3;TBB1_HUMAN;5.9500000000000003e-08;;;
12113;215598-63-3;TBB2B_BOVIN;6.12e-08;;;
12114;215598-63-3;THAS_HUMAN;4.34e-06;;;
12115;215598-63-3;THA_HUMAN;3.26e-11;;;
12116;215598-63-3;THB_HUMAN;6.2e-09;;;
12117;215598-63-3;TLR4_MOUSE;7.420000000000001e-07;;;
12118;215598-63-3;TNR1A_HUMAN;7.88e-08;;;
12119;215598-63-3;TRPA1_RAT;7.780000000000001e-13;;;
12120;215598-63-3;TRPM5_HUMAN;1.5e-14;;;
12121;215598-63-3;TRYP_PIG;3.02e-07;;;
12122;215598-63-3;TS1R1_HUMAN;1.9199999999999998e-10;;;
12123;215598-63-3;TSPO_HUMAN;7.63e-18;;;
12124;215598-63-3;TTHY_HUMAN;1.3800000000000002e-13;;;
12125;215598-63-3;TYRO_HUMAN;7.5e-06;;;
12126;215598-63-3;UBC9_HUMAN;3.55e-15;;;
12127;215598-63-3;UBP4_HUMAN;3.8299999999999995e-31;;;
12128;215598-63-3;UBP5_HUMAN;2.76e-20;;;
12129;215598-63-3;VMAT2_RAT;4.67e-17;;;
12130;215598-63-3;XPF_HUMAN;4.21e-06;;;
12131;220443-00-5 (R);ABCG2_HUMAN;6.34e-08;;;
12132;220443-00-5 (R);ACES_HUMAN;;;;0.41784099999999996
12133;220443-00-5 (R);ACE_MOUSE;5.31e-08;;;
12134;220443-00-5 (R);ACPM_HUMAN;2.8e-30;;;
12135;220443-00-5 (R);ADA2A_MOUSE;3.4e-32;;;
12136;220443-00-5 (R);ADA2C_MOUSE;3.4e-32;;;
12137;220443-00-5 (R);ADRB1_MOUSE;2.73e-14;;;
12138;220443-00-5 (R);ADRB2_BOVIN;1.1699999999999999e-08;;;
12139;220443-00-5 (R);ADRB2_CANLF;1.39e-11;;;
12140;220443-00-5 (R);ADRB2_HUMAN;2.75e-07;;;
12141;220443-00-5 (R);ADRB2_RAT;7.11e-28;;;
12142;220443-00-5 (R);AK1BA_HUMAN;3.05e-18;;;
12143;220443-00-5 (R);CAH13_MOUSE;9.679999999999999e-07;;;
12144;220443-00-5 (R);CAH14_HUMAN;1.24e-06;;;
12145;220443-00-5 (R);CAH5A_HUMAN;1.02e-06;;;
12146;220443-00-5 (R);CAH6_HUMAN;3.48e-08;;;
12147;220443-00-5 (R);CAH7_HUMAN;2.49e-08;;;
12148;220443-00-5 (R);CAN_CANAL;7.63e-08;;;
12149;220443-00-5 (R);CIA30_HUMAN;2.8e-30;;;
12150;220443-00-5 (R);CP19A_HUMAN;;;;0.759603
12151;220443-00-5 (R);CP1B1_HUMAN;8.37e-12;;;
12152;220443-00-5 (R);CP2D6_HUMAN;;;;0.636559
12153;220443-00-5 (R);DHB3_RAT;1.27e-06;;;
12154;220443-00-5 (R);DHB4_HUMAN;;;;0.305429718736825
12155;220443-00-5 (R);DHI2_HUMAN;;;;0.899
12156;220443-00-5 (R);ESR1_HUMAN;;;;0.9675107142857143
12157;220443-00-5 (R);FOS_HUMAN;5.72e-06;;;
12158;220443-00-5 (R);GSK3B_RAT;9.75e-06;;;
12159;220443-00-5 (R);H9TVJ1_CHISP;1.26e-26;;;
12160;220443-00-5 (R);HYES_HUMAN;;;;0.9032500000000001
12161;220443-00-5 (R);ITF2_HUMAN;1.02e-11;;;
12162;220443-00-5 (R);KCNB1_HUMAN;5.6e-41;;;
12163;220443-00-5 (R);LIPP_PIG;8.37e-13;;;
12164;220443-00-5 (R);LOX1_SOYBN;1.25e-06;;;
12165;220443-00-5 (R);LOX5_HUMAN;;;;0.550288
12166;220443-00-5 (R);MCR_HUMAN;;;;0.40562
12167;220443-00-5 (R);MTCA1_MYCTU;4.7200000000000004e-07;;;
12168;220443-00-5 (R);MTSI_SPISQ;1.54e-20;;;
12169;220443-00-5 (R);NDUA1_HUMAN;2.8e-30;;;
12170;220443-00-5 (R);NDUA2_HUMAN;2.8e-30;;;
12171;220443-00-5 (R);NDUA3_HUMAN;2.8e-30;;;
12172;220443-00-5 (R);NDUA4_HUMAN;2.11e-15;;;
12173;220443-00-5 (R);NDUA5_HUMAN;2.8e-30;;;
12174;220443-00-5 (R);NDUA6_HUMAN;2.8e-30;;;
12175;220443-00-5 (R);NDUA7_HUMAN;2.8e-30;;;
12176;220443-00-5 (R);NDUA8_HUMAN;2.8e-30;;;
12177;220443-00-5 (R);NDUA9_HUMAN;2.8e-30;;;
12178;220443-00-5 (R);NDUAA_HUMAN;2.8e-30;;;
12179;220443-00-5 (R);NDUAB_HUMAN;2.8e-30;;;
12180;220443-00-5 (R);NDUAC_HUMAN;2.8e-30;;;
12181;220443-00-5 (R);NDUAD_HUMAN;2.8e-30;;;
12182;220443-00-5 (R);NDUB1_HUMAN;2.8e-30;;;
12183;220443-00-5 (R);NDUB2_HUMAN;2.8e-30;;;
12184;220443-00-5 (R);NDUB3_HUMAN;2.8e-30;;;
12185;220443-00-5 (R);NDUB4_HUMAN;2.8e-30;;;
12186;220443-00-5 (R);NDUB5_HUMAN;2.8e-30;;;
12187;220443-00-5 (R);NDUB6_HUMAN;2.8e-30;;;
12188;220443-00-5 (R);NDUB7_HUMAN;2.8e-30;;;
12189;220443-00-5 (R);NDUB8_HUMAN;2.8e-30;;;
12190;220443-00-5 (R);NDUB9_HUMAN;2.8e-30;;;
12191;220443-00-5 (R);NDUBA_HUMAN;2.8e-30;;;
12192;220443-00-5 (R);NDUBB_HUMAN;2.8e-30;;;
12193;220443-00-5 (R);NDUC1_HUMAN;2.8e-30;;;
12194;220443-00-5 (R);NDUC2_HUMAN;2.8e-30;;;
12195;220443-00-5 (R);NDUF2_HUMAN;2.8e-30;;;
12196;220443-00-5 (R);NDUF3_HUMAN;2.8e-30;;;
12197;220443-00-5 (R);NDUF4_HUMAN;2.8e-30;;;
12198;220443-00-5 (R);NDUS1_HUMAN;2.8e-30;;;
12199;220443-00-5 (R);NDUS2_HUMAN;2.8e-30;;;
12200;220443-00-5 (R);NDUS3_HUMAN;2.8e-30;;;
12201;220443-00-5 (R);NDUS4_HUMAN;2.8e-30;;;
12202;220443-00-5 (R);NDUS5_HUMAN;2.8e-30;;;
12203;220443-00-5 (R);NDUS6_HUMAN;2.8e-30;;;
12204;220443-00-5 (R);NDUS7_HUMAN;2.8e-30;;;
12205;220443-00-5 (R);NDUS8_HUMAN;2.8e-30;;;
12206;220443-00-5 (R);NDUV1_HUMAN;2.8e-30;;;
12207;220443-00-5 (R);NDUV2_HUMAN;2.8e-30;;;
12208;220443-00-5 (R);NDUV3_HUMAN;2.8e-30;;;
12209;220443-00-5 (R);NF2L2_HUMAN;3.4899999999999996e-07;;;
12210;220443-00-5 (R);NFKB1_HUMAN;6.6e-10;;;
12211;220443-00-5 (R);NMUR2_HUMAN;5.69e-10;;;
12212;220443-00-5 (R);NR1H2_HUMAN;;;;0.0123525
12213;220443-00-5 (R);NU1M_HUMAN;2.8e-30;;;
12214;220443-00-5 (R);NU2M_HUMAN;2.8e-30;;;
12215;220443-00-5 (R);NU3M_HUMAN;2.8e-30;;;
12216;220443-00-5 (R);NU4LM_HUMAN;2.8e-30;;;
12217;220443-00-5 (R);NU4M_HUMAN;3.65e-10;;;
12218;220443-00-5 (R);NU5M_HUMAN;2.8e-30;;;
12219;220443-00-5 (R);NU6M_HUMAN;2.8e-30;;;
12220;220443-00-5 (R);NUA4L_HUMAN;2.8e-30;;;
12221;220443-00-5 (R);P96878_MYCTU;4.07e-06;;;
12222;220443-00-5 (R);PDK3_HUMAN;1.61e-11;;;
12223;220443-00-5 (R);PDK4_HUMAN;3.61e-13;;;
12224;220443-00-5 (R);PGH1_HUMAN;;;;0.303315
12225;220443-00-5 (R);PPO2_AGABI;3.68e-13;;;
12226;220443-00-5 (R);Q25270_LEIDO;1.4400000000000001e-12;;;
12227;220443-00-5 (R);Q3I4V7_CRYNV;7.929999999999999e-19;;;
12228;220443-00-5 (R);Q43570_TOBAC;2.08e-06;;;
12229;220443-00-5 (R);Q49PX0_9POXV;5.69e-10;;;
12230;220443-00-5 (R);Q6INT1_XENLA;;;;0.23586100000000002
12231;220443-00-5 (R);Q8HY88_BOVIN;3.9e-12;;;
12232;220443-00-5 (R);Q965D6_PLAFA;9.92e-07;;;
12233;220443-00-5 (R);S22A3_HUMAN;5.15e-07;;;
12234;220443-00-5 (R);S28A3_HUMAN;2.1899999999999994e-37;;;
12235;220443-00-5 (R);SC5A1_RAT;1.22e-15;;;
12236;220443-00-5 (R);SC5A2_RAT;1.31e-09;;;
12237;220443-00-5 (R);SRC_MOUSE;4.46e-13;;;
12238;220443-00-5 (R);T2R31_HUMAN;1.7199999999999997e-13;;;
12239;220443-00-5 (R);TAU_HUMAN;1.27e-14;;;
12240;220443-00-5 (R);TYRO_HUMAN;6.78e-06;;;
12241;220443-00-5 (R);no targets predicted;;;;
12242;220443-00-5 (S);ABCG2_HUMAN;6.34e-08;;;
12243;220443-00-5 (S);ACE_MOUSE;5.31e-08;;;
12244;220443-00-5 (S);ACPM_HUMAN;2.8e-30;;;
12245;220443-00-5 (S);ADA2A_MOUSE;3.4e-32;;;
12246;220443-00-5 (S);ADA2C_MOUSE;3.4e-32;;;
12247;220443-00-5 (S);ADRB1_MOUSE;2.73e-14;;;
12248;220443-00-5 (S);ADRB2_BOVIN;1.1699999999999999e-08;;;
12249;220443-00-5 (S);ADRB2_CANLF;1.39e-11;;;
12250;220443-00-5 (S);ADRB2_HUMAN;2.75e-07;;;
12251;220443-00-5 (S);ADRB2_RAT;7.11e-28;;;
12252;220443-00-5 (S);AK1BA_HUMAN;3.05e-18;;;
12253;220443-00-5 (S);CAH13_MOUSE;9.679999999999999e-07;;;
12254;220443-00-5 (S);CAH14_HUMAN;1.24e-06;;;
12255;220443-00-5 (S);CAH5A_HUMAN;1.02e-06;;;
12256;220443-00-5 (S);CAH6_HUMAN;3.48e-08;;;
12257;220443-00-5 (S);CAH7_HUMAN;2.49e-08;;;
12258;220443-00-5 (S);CAN_CANAL;7.63e-08;;;
12259;220443-00-5 (S);CIA30_HUMAN;2.8e-30;;;
12260;220443-00-5 (S);CP1B1_HUMAN;8.37e-12;;;
12261;220443-00-5 (S);DHB3_RAT;1.27e-06;;;
12262;220443-00-5 (S);DHB4_HUMAN;;;;0.9758
12263;220443-00-5 (S);DHI2_HUMAN;;;;0.907
12264;220443-00-5 (S);ESR1_HUMAN;;;;0.9721309523809525
12265;220443-00-5 (S);FOS_HUMAN;5.72e-06;;;
12266;220443-00-5 (S);GSK3B_RAT;9.75e-06;;;
12267;220443-00-5 (S);H9TVJ1_CHISP;1.26e-26;;;
12268;220443-00-5 (S);ITF2_HUMAN;1.02e-11;;;
12269;220443-00-5 (S);KCNB1_HUMAN;5.6e-41;;;
12270;220443-00-5 (S);LIPP_PIG;8.37e-13;;;
12271;220443-00-5 (S);LOX1_SOYBN;1.25e-06;;;
12272;220443-00-5 (S);MTCA1_MYCTU;4.7200000000000004e-07;;;
12273;220443-00-5 (S);MTSI_SPISQ;1.54e-20;;;
12274;220443-00-5 (S);NDUA1_HUMAN;2.8e-30;;;
12275;220443-00-5 (S);NDUA2_HUMAN;2.8e-30;;;
12276;220443-00-5 (S);NDUA3_HUMAN;2.8e-30;;;
12277;220443-00-5 (S);NDUA4_HUMAN;2.11e-15;;;
12278;220443-00-5 (S);NDUA5_HUMAN;2.8e-30;;;
12279;220443-00-5 (S);NDUA6_HUMAN;2.8e-30;;;
12280;220443-00-5 (S);NDUA7_HUMAN;2.8e-30;;;
12281;220443-00-5 (S);NDUA8_HUMAN;2.8e-30;;;
12282;220443-00-5 (S);NDUA9_HUMAN;2.8e-30;;;
12283;220443-00-5 (S);NDUAA_HUMAN;2.8e-30;;;
12284;220443-00-5 (S);NDUAB_HUMAN;2.8e-30;;;
12285;220443-00-5 (S);NDUAC_HUMAN;2.8e-30;;;
12286;220443-00-5 (S);NDUAD_HUMAN;2.8e-30;;;
12287;220443-00-5 (S);NDUB1_HUMAN;2.8e-30;;;
12288;220443-00-5 (S);NDUB2_HUMAN;2.8e-30;;;
12289;220443-00-5 (S);NDUB3_HUMAN;2.8e-30;;;
12290;220443-00-5 (S);NDUB4_HUMAN;2.8e-30;;;
12291;220443-00-5 (S);NDUB5_HUMAN;2.8e-30;;;
12292;220443-00-5 (S);NDUB6_HUMAN;2.8e-30;;;
12293;220443-00-5 (S);NDUB7_HUMAN;2.8e-30;;;
12294;220443-00-5 (S);NDUB8_HUMAN;2.8e-30;;;
12295;220443-00-5 (S);NDUB9_HUMAN;2.8e-30;;;
12296;220443-00-5 (S);NDUBA_HUMAN;2.8e-30;;;
12297;220443-00-5 (S);NDUBB_HUMAN;2.8e-30;;;
12298;220443-00-5 (S);NDUC1_HUMAN;2.8e-30;;;
12299;220443-00-5 (S);NDUC2_HUMAN;2.8e-30;;;
12300;220443-00-5 (S);NDUF2_HUMAN;2.8e-30;;;
12301;220443-00-5 (S);NDUF3_HUMAN;2.8e-30;;;
12302;220443-00-5 (S);NDUF4_HUMAN;2.8e-30;;;
12303;220443-00-5 (S);NDUS1_HUMAN;2.8e-30;;;
12304;220443-00-5 (S);NDUS2_HUMAN;2.8e-30;;;
12305;220443-00-5 (S);NDUS3_HUMAN;2.8e-30;;;
12306;220443-00-5 (S);NDUS4_HUMAN;2.8e-30;;;
12307;220443-00-5 (S);NDUS5_HUMAN;2.8e-30;;;
12308;220443-00-5 (S);NDUS6_HUMAN;2.8e-30;;;
12309;220443-00-5 (S);NDUS7_HUMAN;2.8e-30;;;
12310;220443-00-5 (S);NDUS8_HUMAN;2.8e-30;;;
12311;220443-00-5 (S);NDUV1_HUMAN;2.8e-30;;;
12312;220443-00-5 (S);NDUV2_HUMAN;2.8e-30;;;
12313;220443-00-5 (S);NDUV3_HUMAN;2.8e-30;;;
12314;220443-00-5 (S);NF2L2_HUMAN;3.4899999999999996e-07;;;
12315;220443-00-5 (S);NFKB1_HUMAN;6.6e-10;;;
12316;220443-00-5 (S);NMUR2_HUMAN;5.69e-10;;;
12317;220443-00-5 (S);NU1M_HUMAN;2.8e-30;;;
12318;220443-00-5 (S);NU2M_HUMAN;2.8e-30;;;
12319;220443-00-5 (S);NU3M_HUMAN;2.8e-30;;;
12320;220443-00-5 (S);NU4LM_HUMAN;2.8e-30;;;
12321;220443-00-5 (S);NU4M_HUMAN;3.65e-10;;;
12322;220443-00-5 (S);NU5M_HUMAN;2.8e-30;;;
12323;220443-00-5 (S);NU6M_HUMAN;2.8e-30;;;
12324;220443-00-5 (S);NUA4L_HUMAN;2.8e-30;;;
12325;220443-00-5 (S);P96878_MYCTU;4.07e-06;;;
12326;220443-00-5 (S);PDK3_HUMAN;1.61e-11;;;
12327;220443-00-5 (S);PDK4_HUMAN;3.61e-13;;;
12328;220443-00-5 (S);PPO2_AGABI;3.68e-13;;;
12329;220443-00-5 (S);Q25270_LEIDO;1.4400000000000001e-12;;;
12330;220443-00-5 (S);Q3I4V7_CRYNV;7.929999999999999e-19;;;
12331;220443-00-5 (S);Q43570_TOBAC;2.08e-06;;;
12332;220443-00-5 (S);Q49PX0_9POXV;5.69e-10;;;
12333;220443-00-5 (S);Q8HY88_BOVIN;3.9e-12;;;
12334;220443-00-5 (S);Q965D6_PLAFA;9.92e-07;;;
12335;220443-00-5 (S);S22A3_HUMAN;5.15e-07;;;
12336;220443-00-5 (S);S28A3_HUMAN;2.1899999999999994e-37;;;
12337;220443-00-5 (S);SC5A1_RAT;1.22e-15;;;
12338;220443-00-5 (S);SC5A2_RAT;1.31e-09;;;
12339;220443-00-5 (S);SRC_MOUSE;4.46e-13;;;
12340;220443-00-5 (S);T2R31_HUMAN;1.7199999999999997e-13;;;
12341;220443-00-5 (S);TAU_HUMAN;1.27e-14;;;
12342;220443-00-5 (S);TYRO_HUMAN;6.78e-06;;;
12343;220443-00-5 (S);no targets predicted;;;;
12344;22141-31-7;5HT1A_RAT;4.28e-06;;;
12345;22141-31-7;5HT2A_RAT;1.4000000000000001e-09;;;
12346;22141-31-7;5HT2B_RAT;2.09e-13;;;
12347;22141-31-7;5HT2C_RAT;2.1100000000000002e-19;;;
12348;22141-31-7;5HT7R_RAT;1.51e-08;;;
12349;22141-31-7;A0A0C7ACN7_PSEAI;7.24e-32;;;
12350;22141-31-7;A5H660_SCHMA;3.95e-06;;;
12351;22141-31-7;AA2AR_HUMAN;;;0.112041901;
12352;22141-31-7;AA3R_HUMAN;3.64e-06;;;
12353;22141-31-7;AAAT_HUMAN;5.77e-15;;;
12354;22141-31-7;ABC3A_HUMAN;6.33e-07;;;
12355;22141-31-7;ABCG2_HUMAN;7.899999999999999e-30;;0.112041901;
12356;22141-31-7;ABL1_HUMAN;;;0.112041901;
12357;22141-31-7;ACES_ELEEL;1.97e-12;;;
12358;22141-31-7;ACES_HUMAN;6.35e-22;;0.112041901;
12359;22141-31-7;ACES_MOUSE;9.4e-09;;;
12360;22141-31-7;ACM1_HUMAN;4.24e-07;;;
12361;22141-31-7;ACM3_HUMAN;4.66e-06;;;
12362;22141-31-7;ACM5_HUMAN;8.65e-08;;;
12363;22141-31-7;ACPS_BACSU;4.12e-06;;;
12364;22141-31-7;ADA17_HUMAN;1.1699999999999999e-08;;;
12365;22141-31-7;ADAM9_HUMAN;8.31e-07;;;
12366;22141-31-7;ADRB1_HUMAN;1.96e-08;;;
12367;22141-31-7;ADRB1_MOUSE;1.72e-25;;;
12368;22141-31-7;ADRB2_HUMAN;4.87e-10;;;
12369;22141-31-7;ADRB2_RAT;1.59e-06;;;
12370;22141-31-7;ADRB3_HUMAN;9.99e-16;;;
12371;22141-31-7;AK1BA_HUMAN;1.4099999999999998e-32;;;
12372;22141-31-7;AK1C2_HUMAN;4.4199999999999995e-30;;;
12373;22141-31-7;AK1C3_HUMAN;4.2099999999999997e-42;;;
12374;22141-31-7;AK1C4_HUMAN;6.99e-24;;;
12375;22141-31-7;AL3A1_HUMAN;1.28e-06;;;
12376;22141-31-7;ALDH2_HUMAN;;;0.112041901;
12377;22141-31-7;ALDR_HUMAN;6.790000000000001e-09;;;
12378;22141-31-7;ALDR_RAT;1.93e-24;;;
12379;22141-31-7;ALF_MYCTU;1.8300000000000001e-10;;;
